TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
56.01,56.1,49.94,50.0,65.31,65.3,70.95,70.8,69.54,65.2,55.7,56.14,63.04,15.84,48.4,-1.198,54.76,51.96,3.97,1.167,42.5,4.53,0.7762,267.8,216.4,8.2,3.3,41.6,36.7,74.1,77.5,5.7,47.8,6.0,110.3,36.0,40.8,49,47,13.39,6.042,9.926,20,0,112.4,109.6,132.0,94.1,5.7,6.1,50.0,0.0,100,80.0,56.0,56,52.0,55.07,62.37,58.45,57.41,52.08,91.5,-19.71,Normal
51.14,51.2,44.41,44.4,64.53,64.5,70.79,70.4,69.49,63.15,50.99,51.27,70.39,14.57,71.29,-15.47,60.36,59.04,2.481,1.161,46.27,4.586,0.7667,269.8,215.2,6.7,3.8,38.0,33.0,74.4,78.0,6.0,42.2,4.5,105.1,30.7,44.8,53,51,10.98,4.438,9.433,20,0,109.0,106.9,131.5,97.7,5.9,6.8,43.88,0.0,100,65.0,51.0,56,48.0,55.2,62.5,52.68,52.09,47.92,59.54,46.37,Normal
43.89,43.8,40.44,40.4,80.09,80.0,83.81,83.7,82.6,54.1,43.87,44.1,41.9,13.67,320.6,-292.3,30.75,30.54,2.098,1.882,43.31,2.497,1.408,270.0,213.7,1.8,1.5,38.2,33.4,85.5,96.3,4.0,40.2,2.0,131.5,45.7,62.6,50,48,4.12,2.797,9.8,20,0,114.7,110.5,135.5,101.2,3.7,3.8,20.0,0.0,100,8.0,49.0,56,21.0,56.38,75.76,44.41,44.47,16.92,50.36,244.3,Normal
61.21,61.4,50.18,50.1,75.54,75.6,85.9,85.8,82.88,75.48,59.63,61.34,115.2,33.54,82.37,-0.7388,98.92,84.75,15.33,1.161,76.01,4.576,0.7684,266.9,215.3,9.3,6.4,40.8,35.9,92.2,108.7,10.4,46.1,5.3,114.5,22.0,72.3,91,87,18.87,4.659,5.877,20,0,116.2,112.4,139.0,102.4,10.2,11.3,70.0,100.0,100,100.0,57.0,56,53.57,55.36,68.93,73.15,67.03,59.35,60.15,-7.7,Normal
62.28,62.3,63.2,63.1,64.28,64.2,65.14,65.0,66.18,67.78,64.75,65.76,1.383e-46,1.671e-46,2.58e-46,5.634e-46,1.196e-46,1.995e-46,1.308e-46,4.499e-46,1.682e-45,4.206e-46,1.682e-45,3.868e-45,3.097e-45,0.3,0.0,63.0,61.5,63.1,61.6,0.0,80.8,17.8,71.1,8.0,0.0,0,0,0.0,0.0,23.27,1,29,103.7,85.3,57.1,0.0,1.0,0.0,0.0,0.0,100,100.0,57.0,56,0.0,65.23,70.15,67.01,71.33,8.145e-46,7.262e-46,8.761e-46,Normal
47.0,46.8,40.89,40.7,80.13,80.0,86.19,86.0,84.4,61.43,46.73,47.18,67.87,20.03,257.3,-209.5,54.65,52.24,3.936,1.523,57.21,3.358,1.047,268.9,214.5,3.1,3.6,37.4,32.7,89.6,103.7,6.6,39.8,2.2,119.7,29.9,71.0,66,63,10.72,4.493,8.116,20,0,112.2,108.4,137.0,102.5,6.0,6.3,40.0,0.0,100,23.0,49.0,56,25.0,56.26,75.68,49.03,48.28,24.76,94.46,214.3,Normal
51.96,52.0,45.76,45.6,85.45,85.3,91.51,91.4,89.35,64.26,51.12,52.13,67.71,24.1,280.5,-236.9,55.54,47.98,9.084,1.527,59.83,3.264,1.077,268.2,215.1,5.1,3.4,40.3,35.3,94.8,113.7,6.6,43.9,3.5,126.8,32.0,78.3,70,67,17.06,7.164,7.715,20,0,116.9,111.8,139.4,105.0,6.1,6.4,60.0,0.0,100,20.0,49.0,56,30.0,55.69,78.47,58.41,55.36,25.4,71.53,222.3,Normal
49.95,50.1,40.4,40.2,79.96,80.0,89.09,88.9,86.61,68.56,49.23,50.21,101.2,27.54,200.2,-126.5,85.72,79.26,8.727,2.263,77.83,3.872,0.9079,266.1,215.3,3.6,3.3,36.7,32.1,92.2,108.7,7.9,37.7,1.0,115.1,22.6,76.6,93,89,23.34,6.559,5.704,20,0,111.6,108.2,136.0,103.8,9.0,9.8,60.0,0.0,100,36.0,49.0,56,37.0,56.02,74.37,55.83,53.19,36.01,79.39,160.7,Normal
55.93,56.1,49.86,49.8,65.27,65.1,70.87,70.6,69.54,65.2,55.66,56.06,62.64,14.94,48.44,-0.7408,54.49,52.06,3.583,1.161,42.47,4.511,0.7795,268.1,215.3,8.2,3.8,41.8,36.9,74.4,78.0,6.0,47.8,6.2,110.3,35.4,40.6,49,47,13.8,6.267,9.926,20,0,112.0,109.2,132.0,95.9,5.5,6.0,50.0,0.0,100,80.0,56.0,56,48.0,55.2,62.42,58.33,57.29,49.68,82.56,-20.06,Normal
43.77,43.8,40.28,40.1,80.09,80.0,83.81,83.7,82.56,54.06,43.79,43.94,41.86,14.11,320.3,-292.5,31.24,31.39,1.375,1.523,43.3,2.537,1.386,269.7,214.5,1.8,1.8,38.2,33.4,85.2,96.3,3.5,40.1,1.9,131.5,45.7,63.1,50,48,5.976,4.06,9.8,20,0,115.1,110.7,135.5,101.3,3.7,3.8,20.0,0.0,100,8.0,49.0,56,21.0,56.47,75.72,44.24,44.35,17.59,32.99,243.3,Normal
48.27,48.5,45.43,45.4,74.89,74.9,77.79,77.8,76.86,55.74,48.25,48.49,32.68,10.44,237.6,-215.4,25.41,25.19,2.108,1.89,36.27,2.463,1.428,270.0,214.7,4.5,1.4,40.8,35.9,79.2,85.4,3.2,45.1,4.3,137.4,58.2,49.5,42,40,10.71,9.321,10.89,20,0,117.4,113.1,135.0,97.8,3.1,3.2,20.0,0.0,100,10.0,48.0,56,23.0,55.69,71.01,48.83,48.77,16.35,50.6,241.3,Normal
50.81,49.8,45.64,44.9,86.84,87.7,92.08,91.9,89.64,61.64,50.05,50.74,58.75,27.4,314.0,-282.7,46.24,39.44,6.131,-0.6734,55.44,2.932,1.199,269.1,214.5,4.6,2.9,40.3,35.3,94.8,113.7,5.8,44.1,4.0,128.5,33.7,78.9,64,61,11.45,5.545,8.323,20,0,116.7,112.0,139.0,105.0,4.9,4.7,30.0,0.0,100,5.0,49.0,56,35.0,55.73,77.97,53.13,52.82,29.56,147.1,235.3,Normal
52.94,53.0,50.22,50.1,75.17,75.0,77.96,77.8,76.74,58.73,52.71,53.11,30.89,13.49,200.0,-182.6,24.33,22.28,3.577,1.526,35.12,2.436,1.443,266.4,214.9,6.0,1.6,44.0,39.3,79.8,86.4,3.6,50.0,5.9,143.2,63.2,46.6,40,39,12.05,11.1,11.04,20,0,121.2,116.0,134.5,94.5,2.8,2.9,45.0,0.0,100,10.0,47.0,56,23.23,55.81,70.28,54.64,53.97,22.37,85.84,236.7,Normal
56.18,56.5,50.1,50.4,75.34,75.0,81.15,80.7,79.24,66.59,55.33,56.39,64.33,21.15,140.0,-96.81,54.71,47.12,9.499,1.903,48.5,3.966,0.8865,265.6,216.2,8.0,3.3,42.3,37.4,84.0,93.8,5.5,48.2,5.8,118.8,34.7,56.3,55,53,14.68,6.489,9.199,20,0,114.9,111.1,137.0,99.0,5.7,6.2,80.0,0.0,100,32.0,47.0,56,35.0,55.52,69.13,62.95,59.7,37.31,70.09,176.2,Normal
50.73,50.8,44.7,44.6,74.97,74.9,80.74,80.5,78.67,61.8,49.81,50.9,64.93,23.34,189.7,-148.1,53.81,45.56,9.77,1.519,50.26,3.764,0.9341,270.0,214.0,5.7,3.3,39.1,34.2,83.8,93.3,5.9,43.0,3.6,116.4,32.7,59.0,57,55,11.17,4.894,8.971,20,0,112.9,109.2,136.0,101.0,5.6,6.0,80.0,0.0,100,25.0,48.0,56,41.0,55.36,68.48,57.88,54.46,42.71,68.64,205.2,Normal
43.69,43.6,40.07,39.9,65.02,64.8,68.78,68.6,67.65,52.79,43.54,43.9,42.13,12.68,166.3,-136.8,32.37,31.05,3.207,1.891,36.27,3.138,1.121,268.6,214.7,2.7,2.3,37.2,32.5,70.9,72.5,4.2,39.8,2.6,115.7,44.8,40.5,42,40,1.939,1.309,10.89,20,0,110.5,107.7,128.5,95.0,3.6,3.7,25.0,0.0,100,22.0,47.0,56,60.0,59.37,62.29,45.14,44.72,104.2,76.97,218.4,Normal
56.75,56.9,50.59,50.6,85.12,84.8,90.94,90.7,89.35,69.62,56.56,56.92,64.64,17.61,219.5,-172.4,55.26,53.57,3.218,1.529,57.32,3.39,1.037,266.9,215.4,7.5,2.9,43.1,38.2,94.3,111.7,6.3,48.5,5.6,128.7,34.7,73.7,66,63,24.33,10.71,8.116,20,0,117.4,112.7,140.4,101.2,5.9,6.3,40.39,0.0,100,25.0,49.0,56,20.0,55.98,81.17,58.45,57.74,16.78,77.24,201.8,Normal
56.18,56.5,45.52,45.4,75.01,75.0,85.16,84.9,82.72,73.39,55.46,56.31,112.3,27.02,103.2,-17.94,95.98,89.49,7.651,1.165,76.63,4.404,0.7984,265.4,216.1,6.8,6.2,38.5,33.7,91.0,106.2,9.3,42.0,3.5,112.2,21.0,72.5,91,87,19.35,4.902,5.877,20,0,116.0,112.4,139.0,104.8,9.8,11.2,70.0,30.0,100,70.0,53.0,56,43.0,55.69,70.93,62.05,59.21,42.53,64.59,35.24,Normal
56.79,56.9,50.39,50.3,75.67,75.6,81.72,81.5,79.57,66.92,55.87,56.96,67.22,23.93,140.3,-97.05,57.19,48.93,9.787,1.522,50.97,3.945,0.8912,266.3,214.4,8.0,3.7,42.3,37.4,84.9,95.3,6.2,48.0,5.7,119.0,33.9,58.4,58,56,15.73,6.655,8.86,20,0,114.9,110.9,139.0,100.6,5.9,6.6,80.0,0.0,100,32.0,47.0,56,44.0,55.44,68.97,63.9,60.56,42.46,70.45,173.5,Normal
47.86,48.0,45.15,45.1,74.76,74.9,77.67,77.5,76.7,55.5,47.92,48.16,32.65,10.89,238.3,-216.5,24.37,24.89,2.114,2.631,35.87,2.389,1.472,269.7,215.3,4.5,1.7,40.8,35.8,79.2,85.4,3.5,44.9,4.1,136.8,57.6,50.0,42,40,6.764,5.892,10.89,20,0,116.9,112.4,134.5,97.4,3.1,2.7,20.0,0.0,100,10.0,48.0,56,23.0,55.65,70.93,48.38,48.32,17.1,50.75,241.5,Normal
51.96,52.0,45.97,45.6,84.76,84.7,90.69,90.7,88.37,64.18,51.24,52.17,66.06,25.82,269.3,-229.1,53.32,46.91,8.29,1.881,60.1,3.119,1.127,267.1,213.5,5.1,3.6,40.3,35.3,94.3,112.7,6.8,43.9,3.5,128.2,33.9,77.1,70,67,15.3,6.585,7.715,20,0,115.7,111.3,139.4,103.0,5.9,6.6,60.0,0.0,100,20.0,49.0,56,23.0,55.65,77.81,56.44,54.58,27.96,107.0,220.6,Normal
50.16,50.1,40.85,40.5,79.23,79.4,88.03,87.8,85.71,68.11,49.36,50.37,98.23,25.89,196.5,-124.1,83.89,76.66,9.135,1.906,74.2,3.975,0.8844,267.8,216.3,3.6,3.0,36.9,32.2,91.0,106.2,7.2,38.7,1.8,114.0,23.0,73.8,88,84,23.8,6.892,6.14,20,0,111.1,108.4,136.0,103.6,8.4,9.6,60.0,0.0,100,36.0,49.0,56,34.0,55.98,74.25,56.44,53.56,34.01,76.02,163.3,Normal
55.64,55.6,45.23,45.1,70.06,69.8,79.8,79.5,76.91,69.99,54.23,55.81,108.6,32.26,77.12,-0.7401,93.15,80.48,14.19,1.524,68.83,4.758,0.7389,267.6,214.7,7.6,6.2,37.7,33.0,85.7,96.8,9.0,41.7,4.0,107.5,21.6,63.3,81,78,14.36,3.759,6.677,20,0,112.7,110.1,135.5,101.7,9.7,10.5,70.0,100.0,100,84.56,57.0,56,55.0,54.99,63.85,67.05,61.42,87.44,60.54,-11.67,Normal
60.97,61.1,49.98,50.0,75.58,75.6,85.98,85.6,82.92,75.52,59.51,61.01,114.4,33.65,81.52,-0.7298,98.67,85.58,13.51,0.4272,76.08,4.56,0.771,264.1,215.5,9.2,6.1,40.8,35.8,91.7,107.7,9.7,45.9,5.0,114.2,22.5,72.1,90,86,20.66,5.134,5.964,20,0,117.8,114.0,140.4,104.3,10.0,11.1,70.0,100.0,100,100.0,57.0,56,53.01,55.57,69.21,71.64,66.17,59.17,59.37,-13.17,Normal
59.17,59.6,50.06,50.0,70.55,70.4,79.06,78.9,76.33,70.48,57.59,59.38,93.75,30.06,64.43,-0.7315,81.51,67.36,16.04,1.893,59.9,4.785,0.7348,264.3,214.9,9.0,5.2,41.0,36.1,84.0,94.3,8.0,46.8,5.8,110.1,26.1,58.2,70,67,16.84,5.11,7.715,20,0,117.6,114.2,139.4,102.3,8.5,9.6,70.0,100.0,100,100.0,56.0,56,55.7,55.28,64.09,71.8,65.31,81.83,59.34,-12.03,Normal
48.77,48.8,45.23,45.1,85.29,85.1,88.93,88.7,87.55,58.07,48.66,48.94,40.86,15.46,330.7,-305.3,31.56,30.62,2.469,1.521,45.36,2.447,1.437,269.2,214.2,4.1,2.0,41.0,36.1,90.7,105.7,4.4,44.6,3.4,140.0,49.0,69.9,52,50,12.68,8.823,9.553,20,0,119.7,114.0,138.5,101.3,3.8,3.7,30.0,0.0,100,5.0,49.0,56,20.0,56.1,80.68,50.02,49.63,15.1,59.25,244.3,Normal
57.24,58.5,49.82,50.3,72.31,70.4,79.31,77.9,77.48,69.21,56.28,57.66,78.0,20.38,92.12,-34.5,66.83,58.14,12.44,3.745,52.01,4.517,0.7783,267.4,216.0,7.9,3.9,42.4,37.5,81.8,89.9,4.8,47.7,5.3,114.0,32.5,53.0,59,57,12.76,4.652,8.75,20,0,120.9,116.2,136.5,98.3,7.5,8.2,70.0,100.0,100,100.0,56.0,56,55.05,55.73,66.59,67.38,61.87,45.03,54.24,98.65,Normal
53.43,53.6,50.22,50.3,85.0,84.5,88.32,87.8,86.98,61.43,53.33,53.69,37.24,15.03,287.0,-264.8,28.81,27.86,3.22,2.266,42.05,2.41,1.459,269.6,215.5,6.8,2.7,43.3,38.7,89.6,103.7,3.5,49.6,6.3,141.7,52.1,66.5,49,47,12.43,9.491,9.926,20,0,119.2,113.6,139.9,100.1,3.3,3.3,40.0,0.0,100,5.0,49.0,56,17.0,56.26,78.96,54.93,54.34,15.89,77.28,243.5,Normal
57.04,57.1,50.8,50.8,85.25,84.9,91.14,90.8,89.48,69.74,56.73,57.21,65.91,18.62,220.6,-173.3,55.92,53.14,4.315,1.528,57.53,3.417,1.029,268.4,215.1,7.5,3.3,42.9,38.2,94.3,112.7,6.6,48.8,5.6,128.7,34.7,74.7,67,64,22.43,9.679,8.015,20,0,118.3,113.3,142.9,103.9,5.9,6.5,54.64,0.0,100,25.0,49.0,56,23.0,56.26,80.68,59.35,58.31,18.3,99.44,203.7,Normal
61.13,61.2,50.1,50.0,75.58,75.6,85.94,85.6,82.88,75.44,59.51,61.26,114.4,33.77,82.28,-1.637,98.58,84.09,15.65,1.156,76.18,4.55,0.7728,265.1,214.5,9.3,6.1,40.8,35.8,91.7,107.7,10.3,45.9,5.1,114.5,22.5,71.9,90,86,20.51,5.098,5.964,20,0,116.4,112.7,140.4,104.0,10.0,11.1,70.0,100.0,100,100.0,57.0,56,53.46,55.4,68.76,72.9,66.87,60.67,62.21,-5.831,Normal
54.99,55.0,45.72,45.4,84.96,84.8,93.88,93.5,91.52,73.06,54.56,55.12,99.1,26.22,205.0,-132.1,83.63,79.71,5.081,1.168,80.44,3.655,0.9619,266.5,216.5,5.6,5.5,39.8,34.8,99.0,122.1,8.9,42.9,3.4,122.7,23.7,86.6,96,92,26.04,7.474,5.448,20,0,115.6,110.9,141.4,104.8,8.8,9.8,50.0,0.0,100,35.0,49.0,56,27.58,55.69,79.9,58.82,57.08,25.99,70.2,162.9,Normal
58.92,59.1,49.77,49.6,70.42,70.1,78.98,78.7,76.21,70.36,57.42,59.13,94.67,30.66,64.75,-0.7345,82.35,68.86,15.39,1.903,60.44,4.791,0.7339,265.6,216.1,8.8,5.3,40.8,35.9,84.0,93.8,8.1,46.4,5.6,109.6,25.6,58.0,70,67,17.1,5.136,7.715,20,0,114.2,111.3,136.5,99.4,8.6,9.5,80.0,100.0,100,100.0,56.0,56,52.8,54.99,63.56,70.73,64.78,85.87,62.05,-16.84,Normal
52.9,53.0,50.14,50.1,75.17,75.0,78.0,77.9,76.78,58.73,52.71,53.11,31.37,13.49,200.6,-182.7,24.79,23.1,3.591,1.9,35.12,2.482,1.416,266.6,215.8,6.2,1.3,44.1,39.3,79.2,85.4,3.3,50.0,5.9,143.0,63.5,46.7,40,39,12.01,10.89,11.04,20,0,121.5,116.2,134.0,93.5,2.9,2.7,45.0,0.0,100,10.0,47.0,56,23.1,55.81,70.24,54.6,53.93,22.45,86.18,235.9,Normal
50.69,50.8,44.7,44.8,75.01,74.9,80.78,80.5,78.71,61.84,49.81,50.94,64.69,23.26,189.0,-147.6,53.7,45.77,10.18,2.261,50.37,3.748,0.938,269.0,215.0,5.5,3.3,39.1,34.2,83.8,93.3,6.2,43.0,3.8,116.7,32.1,59.6,57,55,11.7,5.144,8.971,20,0,112.7,109.0,136.0,100.7,5.8,6.2,80.0,0.0,100,25.0,48.0,56,41.0,55.4,68.56,57.8,54.46,42.43,73.3,203.9,Normal
55.69,56.0,45.23,45.1,70.1,70.0,79.84,79.5,76.95,69.99,54.23,55.81,108.4,32.2,77.42,-1.194,93.78,80.71,14.23,1.162,69.24,4.762,0.7383,267.1,215.3,7.4,5.7,37.7,33.0,85.2,95.8,9.0,41.7,4.0,107.5,21.8,62.8,81,78,17.75,4.657,6.677,20,0,112.2,109.6,135.0,101.6,9.5,10.9,70.0,100.0,100,82.68,57.0,56,58.0,54.99,63.89,67.09,61.5,86.86,61.15,-11.35,Normal
56.34,56.6,45.39,45.3,75.34,75.2,85.7,85.4,83.09,73.67,55.54,56.51,115.4,29.06,104.9,-18.54,97.72,90.55,8.682,1.521,79.81,4.305,0.8168,267.5,214.2,7.1,6.1,38.0,33.2,91.5,107.2,9.5,41.7,3.5,112.9,21.4,74.8,96,92,17.48,4.308,5.448,20,0,113.6,109.8,137.0,103.2,10.0,11.3,70.0,30.0,100,70.0,53.0,56,47.0,55.44,70.4,63.12,59.87,46.62,64.07,36.64,Normal
50.12,50.1,40.52,40.4,79.96,79.7,89.01,88.9,86.57,68.52,49.36,50.33,100.8,27.22,201.1,-127.6,85.58,78.79,8.675,1.885,77.43,3.886,0.9047,267.4,214.0,3.5,3.1,36.7,32.1,92.0,108.2,7.1,38.2,1.5,115.3,23.1,76.5,92,88,23.94,6.756,5.791,20,0,111.6,108.2,139.0,106.0,9.0,9.9,60.0,0.0,100,36.0,49.0,56,34.0,56.02,74.33,56.08,53.36,35.67,76.54,162.6,Normal
56.75,56.9,50.31,50.3,75.62,75.4,81.68,81.3,79.53,66.92,55.78,56.88,67.3,23.96,140.1,-96.72,57.71,49.05,9.813,1.16,50.94,3.983,0.8827,266.6,215.0,8.2,3.9,42.1,37.2,85.2,95.8,6.5,48.0,5.9,118.8,33.6,58.4,58,56,17.2,7.27,8.86,20,0,114.7,110.9,138.5,100.3,5.7,6.6,80.0,0.0,100,32.0,47.0,56,39.0,55.44,68.97,63.69,60.4,42.52,71.51,173.3,Normal
43.2,43.2,40.03,39.9,69.2,69.2,72.55,72.3,71.42,51.85,43.13,43.45,38.07,12.85,222.0,-196.8,28.32,27.74,2.84,2.256,36.48,2.73,1.288,272.3,214.6,2.7,2.5,37.2,32.5,74.7,78.4,4.1,39.8,2.6,123.7,49.5,46.0,42,40,2.216,1.656,10.89,20,0,112.4,109.2,130.0,96.0,3.3,3.3,30.0,0.0,100,15.0,48.0,56,32.79,56.22,65.24,44.45,44.14,34.19,68.17,238.2,Normal
56.22,56.6,50.31,51.4,75.42,74.9,81.03,79.7,79.32,66.71,55.37,56.39,61.99,18.86,139.4,-96.23,53.1,45.52,9.105,1.531,44.52,4.193,0.8385,265.3,215.6,9.0,2.6,42.3,37.4,82.3,90.8,3.7,48.7,6.3,119.0,36.7,53.4,51,49,13.27,6.088,9.675,20,0,114.9,110.9,136.5,98.3,4.8,5.2,60.0,0.0,100,32.0,47.0,56,35.0,55.48,69.09,62.87,59.66,33.27,68.04,178.6,Normal
50.4,50.8,42.12,42.0,66.17,66.4,73.62,73.8,72.77,66.06,50.42,50.61,82.74,9.398,74.53,-1.192,74.7,74.85,1.756,1.905,54.42,4.826,0.7285,266.5,216.4,5.3,4.8,36.9,32.2,78.6,84.4,8.0,40.2,3.3,102.8,24.5,52.0,61,59,26.17,8.997,8.534,20,0,110.1,107.7,133.0,100.1,7.6,8.6,0.0,0.0,100,100.0,56.0,56,30.0,59.58,67.82,50.79,50.74,27.37,42.15,-1.146,Normal
48.48,47.5,40.32,39.6,72.51,72.0,80.58,79.7,77.72,63.32,47.92,48.4,90.21,31.91,161.2,-102.9,72.91,67.93,4.299,-0.673,59.53,4.306,0.8166,268.5,214.4,4.0,4.3,35.6,31.1,84.0,93.8,7.0,38.2,2.4,108.0,24.0,63.2,69,66,-1.296,-0.4085,7.814,20,0,109.8,107.3,133.5,101.6,7.7,7.7,40.0,0.0,100,33.0,48.0,56,61.6,55.85,64.05,50.51,50.08,93.38,103.2,155.3,Normal
49.71,49.8,40.03,39.9,65.43,65.3,74.44,74.3,72.2,65.24,48.86,49.88,100.2,24.9,77.4,-2.105,86.32,78.8,9.04,1.52,62.27,4.874,0.7214,267.0,214.1,4.5,5.8,35.4,30.9,80.1,86.9,9.0,37.8,2.4,101.9,22.1,55.5,71,68,13.49,3.83,7.617,20,0,111.8,109.4,132.5,101.4,9.0,9.9,70.0,0.0,100,100.0,57.0,56,74.08,58.51,62.82,57.1,53.56,138.6,61.31,-4.841,Normal
