TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
53.02,53.2,44.25,44.1,65.88,65.8,74.15,73.9,71.79,65.77,51.98,53.15,92.37,26.37,67.19,-1.199,78.98,69.55,10.6,1.165,57.44,4.835,0.7272,268.1,216,7.6,5.6,36.5,31.9,79.5,85.9,8.1,41,4.3,104.7,25.2,53.5,66,63,10.38,3.196,8.116,20,0,110.1,107.1,156.3,123.6,8.1,9.1,90,30,100,90,57,56,64.83,54.75,59.71,60.7,57,127.5,68.68,-9.419,F1
53.8,53.9,50.51,50.6,85.66,85.6,88.97,88.7,87.67,61.47,53.61,53.97,36.96,14.46,292.2,-269.7,29.32,27.64,3.194,1.518,42.64,2.417,1.454,267.6,213.9,6.6,2,43.8,39,90.7,105.7,4.9,49.8,6.2,147.2,56,67.7,49,47,15.77,12.13,9.926,20,0,122.2,115.1,163.3,123.5,3.3,3.5,35,0,100,5,49,56,20,58.15,80.23,55.01,54.5,15.72,76.67,242.3,F1
53.15,53.2,50.39,50.4,75.91,76,78.73,78.6,77.56,59.02,53,53.36,31.4,13.05,206.2,-187.9,24.7,23.38,3.211,1.893,35.49,2.447,1.437,266.9,214.9,7.1,1.7,43.3,38.5,80.4,87.4,3.6,49.8,6.5,144.3,64.3,49.1,42,40,11.95,10.82,10.89,20,0,120.7,114.7,159.8,120.3,2.7,2.8,45,0,100,10,47,56,26.08,58.02,70.4,54.81,54.09,25.31,77.06,236.6,F1
43.52,43.4,40.28,40.2,71.2,70.9,74.6,74.6,73.51,52.59,43.46,43.74,38.1,12.25,234.7,-208.8,28.97,28.39,2.466,1.884,37.4,2.724,1.291,269.2,214,2.9,1.7,37.2,32.5,76.3,80.9,3.6,40.1,2.7,125.5,48.9,48.9,43,41,5.29,3.949,10.74,20,0,110.9,106.3,156.3,122.3,3.5,3.3,25,0,100,15,48,56,41.16,60.32,67.16,43.96,43.98,42.92,59.18,236.6,F1
60.56,60.8,50.31,50.3,75.83,75.6,85.61,85.3,83.13,75.76,59.8,60.73,107.3,27.25,80.82,-0.7283,92.17,85.32,8.377,1.532,71.51,4.532,0.7758,263.3,215.8,9.3,7.2,41,36.1,92.5,109.2,10.5,46.3,5.5,115.1,23.1,73.3,85,81,18.13,4.804,6.406,20,0,115.6,111.3,161.8,125.2,9.7,10.5,74.66,26.44,100,100,57,56,47.29,57.86,69.91,66.23,63.39,54.28,70.72,-14.66,F1
43.93,43.9,39.87,39.6,68.05,67.6,72.22,71.7,70.85,54.06,43.91,44.1,46.63,15.4,187.5,-156.2,36.49,36.27,1.747,1.528,39.22,3.271,1.075,268.1,215.3,2.9,2.7,36.9,32.2,74.4,78,3.7,39.2,2.3,114.7,40.5,46.2,45,43,3.576,2.181,10.46,20,0,107.7,104.7,129.2,120.3,4.1,4.3,25,0,100,22,47,56,73,60.6,63.32,44.45,44.47,136.2,41.92,216.2,F1
54.09,54.1,50.76,50.6,85.66,85.4,89.01,88.9,87.67,61.64,53.9,54.22,37.47,14.94,290.8,-268.2,29.96,28.27,2.856,1.164,43.09,2.445,1.438,268,215.8,6.7,2.6,44.1,39.3,91.5,107.2,5.2,49.8,5.7,147.6,56.1,67.4,49,47,16.66,12.65,9.926,20,0,120.7,113.8,163.8,123.2,3.3,3.3,35,0,100,5,49,56,20,58.1,80.35,55.3,54.83,16.11,68.54,242,F1
47.54,48.3,40.81,40.7,68.91,68.9,75.34,75.7,74.45,62.99,47.72,47.99,71.9,9.925,128.2,-66.25,60.21,61.83,2.475,4.089,52.87,4.005,0.878,268.5,214.7,4,5,36.7,32.1,80.7,87.9,7.3,39.6,2.7,111.3,31.2,55.2,60,58,11.77,4.655,8.641,20,0,113.3,109.2,155.3,122.3,7,7.6,20,0,100,55.86,49.79,56,22,60.56,69.91,48.01,47.95,25.48,59.4,139,F1
43.57,43.8,39.87,39.9,66.29,66.1,70.1,70,69,53.2,43.62,43.86,42.27,12.13,175.5,-145.3,33.29,33.81,2.12,2.639,36.93,3.169,1.109,266.5,215.9,3.7,1.9,36.2,31.6,71.9,74,4.5,39.4,3.2,117.4,44.3,43.4,43,41,5.357,3.605,10.74,20,0,110.5,106.7,153.8,121.1,4.1,3.9,25,0,100,22,47,56,60,60.6,63.11,44.08,44.1,116,50.89,215.2,F1
49.01,48.3,45.39,44.9,76.24,76.2,80,79.7,78.17,56.44,48.74,48.98,41.86,20.34,241.7,-220.2,32.45,30.03,2.114,-0.3074,40.23,2.836,1.24,266.9,215.3,5.1,2.1,39.8,34.8,81.8,89.9,3.7,44.4,4.8,130.7,49.1,55.3,47,45,7.122,4.839,10.19,20,0,112.2,107.5,157.8,122.2,3.5,3.4,20,0,100,10,48,56,35,55.12,67.94,49.44,49.55,38.05,50.74,233.7,F1
48.4,48.5,44.9,44.9,85.21,84.9,88.85,88.5,87.51,57.71,48.33,48.65,40.98,15.05,335.4,-309.4,31.27,30.69,2.842,2.258,45.2,2.433,1.445,270.1,214.7,4,2.2,40.8,35.8,90.7,105.7,4.6,44.4,3.6,140.7,49.7,69.9,52,50,11.05,7.67,9.553,20,0,119.2,112.4,161.8,125.2,3.4,3.7,30,0,100,5,49,56,19,55.73,79.78,49.32,49.06,15.02,68.2,245.3,F1
67.52,67.5,67.5,67.3,66.74,66.5,66.94,66.5,66.51,66.67,67.45,67.61,2.269,4.886,1.874,-0.7424,0.1312,-0.4529,1.377,0.7929,1.68E-45,0.4613,1.68E-45,268.4,214.9,0.9,0,66.3,66.1,66,65.6,0,79.9,13.6,73.8,7.8,0,0,0,-4.463,-55.93,23.27,15,0,112.2,88.9,135,68,0,0.3,0,0,100,100,57,56,30,58.47,63.03,67.79,67.73,25.73,33.05,257.6,F1
49.05,48.5,44.94,44.6,86.19,85.8,90.36,89.9,88.49,58.4,48.82,49.02,46.86,20.99,337.8,-311.9,36.89,34.84,1.749,-0.3077,47.54,2.728,1.289,269.4,215.5,4,2.1,40.6,35.6,92,108.2,4.9,44.1,3.5,137.1,45.4,72.6,54,52,12.49,7.58,9.315,20,0,116,109.8,162.3,125.7,4.1,3.9,30,0,100,5,49,56,22,55.52,77.93,49.81,49.67,22.48,41.97,241.6,F1
60.23,60.3,50.84,50.4,74.07,74.4,83.12,83.3,80.8,73.96,59.59,60.32,99.34,25.48,75.04,-1.178,83.75,78.06,6.484,0.7895,66.67,4.417,0.796,263.5,214,8.7,6.4,41.6,36.7,89.9,104.2,10.2,47.2,5.7,115.6,25.7,67.6,78,75,11.84,3.39,6.952,20,0,119.9,114.7,160.8,123.4,9.1,10,67.11,21.41,100,100,57,56,38.28,58.02,70.07,64.84,62.45,50.75,65.04,-10.58,F1
49.5,49.6,40.52,40.4,80.58,80.5,89.22,88.9,87.14,68.56,49.31,49.71,95.82,23.01,206.2,-133.4,80.21,78.53,3.567,1.887,76.49,3.687,0.9536,266.2,214.3,4.4,5.4,35.8,31.3,94.3,112.7,7.8,38.4,2.6,117.8,23.5,81.6,90,86,21.61,6.413,5.964,20,0,111.8,107.5,163.8,131.7,8.4,9.4,45,0,100,36,49,56,34.99,59.66,75.27,51.33,50.65,35.38,85.61,164.8,F1
53.84,54.1,50.55,50.6,63.01,62.9,66.25,66.1,65.24,59.75,53.78,54.01,36.47,11.39,61.85,-36.77,29.54,28.95,2.116,1.53,32.46,3.2,1.099,270.7,215.5,8.3,2,42.1,37.2,68.1,68.5,3.6,49.6,7.3,126,57.9,31.8,38,37,8.107,6.323,11.36,20,0,113.8,109,154.8,116.1,3.2,3.5,25,0,100,40,47,56,54,55.12,59.22,54.6,54.34,66.58,50.79,144,F1
44.3,44.9,40.44,40.5,70.34,69.7,74.35,73.9,73.59,55.21,44.48,44.8,44.9,8.557,205.8,-169.4,34.43,36.03,2.829,4.436,40.22,3.009,1.168,268.7,213.9,3.3,2.7,37.1,32.4,76.6,81.4,4.1,40.1,3,124.5,47.6,48.9,48,46,3.382,2.142,10.06,20,0,113.3,108.8,153.8,120.4,4.2,4.4,20,0,100,32.41,48.62,56,24,60.52,68.07,44.94,44.92,27.22,67.9,221.7,F1
48.48,48.7,45.64,45.6,75.09,75,78.04,77.9,76.99,55.78,48.5,48.73,32.7,11.67,235.4,-214.3,25.36,25.51,2.105,2.253,36.22,2.462,1.428,266.4,214.3,5,1.9,40.4,35.4,79.8,86.4,3.7,45.4,4.8,138.7,58.6,50.6,42,40,10.43,9.071,10.89,20,0,117.4,112,157.8,121.4,2.9,3.3,15,0,100,10,48,56,22,55.4,70.52,48.87,48.89,18.52,50.52,237.5,F1
55.56,55.3,51.99,51.6,86.19,86.1,89.83,89.6,88.17,63.19,55.46,55.61,40.57,18.55,278.2,-256.2,31.89,30.94,1.371,0.4242,44.86,2.499,1.407,267.4,214,7.4,2.4,44.3,39.5,92,108.2,5.7,50.6,6.5,144.3,52,69.4,52,50,14.33,10.05,9.553,20,0,118.5,112.2,164.2,122.2,3.5,3.6,30,0,100,5,49,56,24,58.1,79.04,55.83,55.89,21.27,32.9,237.6,F1
49.91,50,40.19,40.1,66.62,66.4,75.79,75.7,73.79,66.55,49.52,50.08,102.3,22.24,80.84,-0.7408,87.03,83.52,5.044,1.526,63.6,4.812,0.7307,267.9,214.9,4.6,5.8,35.3,30.8,81.5,89.4,8.5,37.7,2.6,102.8,21.3,58.3,74,71,9.772,2.716,7.328,20,0,108.4,105.9,155.8,124.7,9.2,10.1,50,0,100,90,57,56,83,60.64,64.05,53.25,51.76,156.5,81.14,-8.86,F1
51.55,50.8,44.7,43.9,86.47,86.1,93.31,93,90.46,64.5,50.95,51.52,76.2,31.8,289.3,-244.9,61.74,56.36,5.075,-0.3093,65.97,3.291,1.068,267.5,216.2,4.5,4,39.4,34.5,97,118.1,6.9,42.7,3.1,126.8,29.6,83.6,76,73,15.12,5.644,7.139,20,0,114.7,109.2,162.3,126.8,6.9,6.9,70,0,100,20,49,56,34,55.52,74.45,56.36,53.77,40.32,46.89,215.4,F1
48.44,48.5,44.9,44.9,85.21,85.1,88.89,88.5,87.47,57.71,48.29,48.61,41.31,15.92,333.8,-308.5,31.51,30.2,2.83,1.519,45.23,2.45,1.435,269.2,213.9,4.2,2.2,40.6,35.6,90.7,105.7,4.9,44.4,3.6,140.4,49.7,70.1,52,50,10.78,7.418,9.553,20,0,119,112.4,162.3,122.4,3.4,3.7,30,0,100,5,49,56,19,55.77,79.78,49.28,49.06,15.92,67.93,244.8,F1
52.16,53,45.76,45.9,74.64,74.6,80.78,81.2,79.77,66.06,51.85,52.54,68.34,11.24,152.6,-95.53,57.66,54.86,6.179,3.379,54.64,3.71,0.9477,267.1,216.1,6.4,4.3,39.4,34.5,85.5,96.3,7.4,43.9,4.4,119,33.3,60.8,61,59,17.09,7.115,8.534,20,0,117.8,112.9,159.3,124,6.6,7.1,28.28,0,100,45.86,48,56,19,55.52,73.14,54.6,53.89,15.31,148.3,171.1,F1
52.16,52.2,41.5,41,70.55,70.4,80.82,80.8,78.58,70.52,51.85,52.38,113.4,24.71,88.99,-0.2806,95.89,93.09,4.698,1.901,76.38,4.414,0.7965,264.9,215.9,5.6,6.6,35.4,30.9,87.4,99.8,9.3,38.4,3.1,108.2,20.8,68.9,90,86,14.75,3.699,5.964,20,0,110.7,107.3,158.3,127.9,10.4,11.2,45,0,100,85,57,56,56,60.27,67.41,54.6,53.56,83.09,108.3,-12.21,F1
56.38,56.6,52.64,52.8,85.04,85.1,88.85,88.7,87.59,65.12,56.4,56.59,42.55,14.04,251.3,-222.8,33.58,33.73,1.748,1.897,44.73,2.64,1.332,268.3,215.4,8.7,2.5,44,39.2,91.5,107.2,5.7,50.9,6.6,142,50.5,67.5,51,49,13.18,8.807,9.675,20,0,117.8,111.6,163.8,123.3,3.8,3.9,0,0,100,15,49,56,18.21,58.06,81.66,56.81,56.8,14.28,41.95,232.3,F1
59.04,60.5,51.41,51.6,74.56,73.1,82.38,81.3,80.34,73.02,59.02,59.62,86.79,22.58,81.32,-17.1,68.21,68,5.401,5.184,60.87,3.94,0.8924,266.4,214.5,9.8,5.6,41.8,36.9,86.9,98.8,8,48.3,6.3,120.2,33.3,61.6,70,67,-4.455,-1.46,7.715,20,0,120.7,115.3,160.8,122.6,8.2,8.9,61.01,20.67,100,100,57,56,38.13,57.98,68.8,63.65,61.18,50.07,52.38,43.65,F1
48.44,48.3,44.9,44.9,85.29,84.9,88.97,88.7,87.63,57.79,48.37,48.65,41.17,14.95,333.6,-307.4,31.58,31,2.471,1.888,45.67,2.432,1.446,268.3,214.4,4.7,2,40.3,35.3,90.7,105.7,4.7,44.3,4.2,140.7,50,70.6,52,50,11.94,8.251,9.553,20,0,117.1,110.5,160.8,124.2,3.6,3.5,30,0,100,5,49,56,19,55.61,79.61,49.2,49.02,14.95,59.3,243.4,F1
52,52.2,45.07,44.9,76.07,76,82.79,82.7,80.55,64.42,51.03,52.25,74.75,24.92,179.6,-129.8,62.26,53.59,10.94,2.265,55.9,3.916,0.8979,267.2,215.5,6,4.2,38.9,34,86.9,98.8,6.9,42.7,3.8,115.6,28.4,64.3,65,62,11.98,4.559,8.219,20,0,111.3,107.3,160.8,126.1,6.7,7.3,75,0,100,30,48,56,46,55.12,67.78,60.01,56.18,47.24,68.62,187.5,F1
53.88,55.3,50.43,50.8,84.59,82.7,88.36,86.8,87.39,62.46,53.98,54.42,42.32,10.89,280.2,-248.8,30.94,31.82,3.945,4.827,44.23,2.459,1.43,269.7,215,7.2,2.5,43.6,38.8,89.1,102.8,2.8,49.6,6,146.9,58.3,64,51,49,4.23,2.843,9.675,20,0,122.5,115.3,162.3,122.8,4.1,4.5,30,0,100,27.07,49,56,18.97,58.15,79.53,55.26,54.83,12.22,94.67,239.1,F1
46.39,46.4,39.78,39.6,71.2,70.9,77.51,77.5,76.05,61.06,46.24,46.56,69.92,16.2,166.2,-112.5,58.63,57.33,2.818,1.512,51.91,3.971,0.8853,266.2,213,4.4,3.8,35.4,30.9,81.3,88.9,5.9,38.4,3.1,109.6,28.3,58.1,59,57,12.22,4.97,8.75,20,0,108,104.9,157.8,125.7,6.6,6.6,35,0,100,33,48,56,48.98,60.32,67.45,47.97,47.42,54.48,67.64,174.4,F1
43.57,43.6,39.87,39.9,66.25,66.1,70.05,69.8,69,53.2,43.62,43.86,42.24,11.66,175.4,-144.8,33.17,33.69,2.113,2.629,36.93,3.158,1.113,266.4,215.2,3.5,2.7,36.3,31.7,72.5,75,4.4,39.4,3.1,117.1,44.9,43.3,43,41,5.033,3.389,10.74,20,0,110.7,107.1,152.8,119.9,3.7,3.8,25,0,100,22,47,56,60,60.56,63.07,44.08,44.1,111.6,50.71,215.2,F1
47.25,47.8,40.85,40.5,68.91,68.7,75.05,75.7,74.12,62.25,47.43,47.67,68.7,10.38,132.8,-74.5,57.02,58.62,2.099,3.705,51.61,3.884,0.9051,268.5,213.7,3.7,4.7,36.7,32.1,80.4,87.4,7.6,39.6,2.9,112.9,32.3,55.3,59,57,10.55,4.366,8.75,20,0,113.6,109,157.3,124.3,6.8,7.4,20,0,100,53.1,49.66,56,22,60.52,69.66,47.81,47.66,27.26,50.37,150,F1
56.42,56.6,50.39,50.3,65.76,65.4,71.36,71.2,70.03,65.65,56.23,56.63,62.54,14.92,48.82,-1.197,54.27,52.57,3.593,1.901,42.94,4.443,0.7914,267.7,215.9,9.7,3.5,40.6,35.6,74.7,78.4,5.8,48,7.6,112,37.3,43,50,48,13.85,6.301,9.8,20,0,111.6,108,157.3,120.6,5.6,6.2,50,0,100,80,56,56,50,55.73,61.92,58.37,57.61,57.8,86.23,-20.59,F1
56.5,56.6,50.43,50.6,65.84,65.6,71.45,71.2,70.11,65.69,56.28,56.67,61.93,14.77,48.79,-1.638,54.52,52.47,3.585,1.53,42.98,4.46,0.7883,265,215.4,9.8,3.5,40.8,35.8,74.7,78.4,6,47.8,7.2,112,37,42.8,50,48,16.95,7.787,9.8,20,0,111.6,108.2,155.8,119.5,5.6,6,45,0,100,80,56,56,50,55.93,62.09,58.41,57.66,57.61,86.05,-19.97,F1
56.5,56.6,50.43,50.4,65.84,65.6,71.49,71.2,70.11,65.73,56.28,56.67,62.8,15.33,48.67,-1.193,54.72,52.66,3.598,1.535,42.94,4.48,0.7848,266.8,216.2,9.8,3.9,40.6,35.6,75,78.9,6,47.8,7.2,112,37,43.3,50,48,14.52,6.576,9.8,20,0,111.3,108.2,155.8,119.1,5.5,6.2,50,0,100,80,56,56,50,55.85,62.05,58.41,57.66,59.38,86.35,-21.86,F1
46.23,46.4,39.66,39.6,71.16,70.9,77.38,77.5,75.92,60.94,46.08,46.44,69.17,16.24,166.6,-113.6,58.84,57.53,3.213,1.894,51.67,4.004,0.878,266.8,215.1,4.2,4,35.4,30.9,81.5,89.4,6.3,38.2,2.8,109.4,27.7,58,58,56,15.36,6.317,8.86,20,0,108.2,105.3,157.8,126,6.6,6.8,35,0,100,33,48,56,49.43,60.32,67.62,47.85,47.3,53.38,77.12,174.7,F1
55.69,56,46.66,46.6,84.8,84.7,93.31,93.4,91.11,73.1,55.25,55.86,95.3,24.59,201.6,-130.9,80.85,76.97,5.414,1.527,76.87,3.698,0.9507,268.6,215.1,6.8,4.6,40,34.8,97.7,119.6,8.5,43.9,4,122.2,24.5,85.3,91,87,26.09,7.786,5.877,20,0,116.4,112,137,101.9,8.6,9.4,60,0,100,35,49,56,27,56.06,78.79,59.27,57.66,25.96,80.48,166.1,F2
48.36,48.8,41.87,41.7,61.25,61.4,67.31,68.1,66.34,60.57,48.41,48.61,66.87,10.7,63.68,-7.512,58.19,58.7,1.748,2.264,46.45,4.404,0.7983,264.9,215.4,5.5,4.4,36,31.4,72.5,75,7.2,39.9,3.9,106.3,34.1,43.6,54,52,15.93,6.777,9.315,20,0,113.1,109.6,127,94.8,6.5,7.3,0,0,100,86.21,53.79,56,30,56.38,62.01,48.71,48.69,45.67,41.95,20.71,F2
54.13,53.8,50.59,50.3,86.15,85.8,89.75,89.6,88.21,61.96,54.02,54.26,40.19,17.21,292.8,-269.9,31.71,30.76,2.113,1.161,44.49,2.506,1.403,267.8,215.2,6.2,2.1,44.1,39.3,91.7,107.7,4.7,50,5.7,143.6,52.1,68.2,51,49,14.69,10.4,9.675,20,0,122.5,116,136,95.4,3.6,3.5,40,0,100,5,49,56,20,58.55,79.24,55.18,54.71,19.97,50.71,239.7,F2
54.05,54.2,50.76,50.8,85.57,85.3,88.93,88.7,87.59,61.64,53.9,54.22,37.62,14.99,291,-268.3,29.59,28.27,2.856,1.532,42.57,2.444,1.438,269,215.9,6.5,1.8,44.3,39.5,90.5,105.2,4.5,50.3,5.8,146.5,56.4,65.7,49,47,14.36,10.86,9.926,20,0,124.5,118.1,135.5,94.6,3.3,3.4,35,0,100,5,49,56,17,58.68,80.19,55.34,54.87,16.73,68.56,242.9,F2
54.87,55,44.86,44.8,69.85,69.7,79.18,79.1,76.74,69.78,53.9,54.95,104.2,27.26,77.63,-0.74,89.41,80.77,9.424,0.7906,66.11,4.755,0.7394,267.8,214.5,7.2,5.2,37.6,32.9,84.3,94.3,8.6,41.7,4.1,106.9,22.6,61.3,77,74,14.26,3.895,7.045,20,0,114.5,111.1,132,98.5,9.4,10.2,85,30,100,90,57,56,66.53,59.82,64.75,62.22,58.68,132.8,63.91,-10.85,F2
51.18,51.2,41.71,41.4,66.53,66.5,75.34,75.6,73.38,66.51,50.62,51.23,98.08,21.75,76.62,-0.2833,84.44,79.48,5.385,0.4235,62.87,4.722,0.7445,267.5,213.9,5.6,5.4,35.8,31.3,81,88.4,8.2,39.1,3.3,103.5,22.5,57.1,74,71,14.88,4.316,7.328,20,0,114.5,111.1,129,96.2,8.9,9.7,65,0,100,90,57,56,85.43,60.6,63.93,55.71,53.52,156.8,59.07,-9.982,F2
